CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50118219,M AND PIZZA,Manhattan,625,9 AVENUE,10036,Pizza,3/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/6/24,3/16/24,Cycle Inspection / Re-inspection,40.7598772,-73.99158576,104,3,12100,1026415,1010540030,MN15
50016526,SUBWAY,Queens,20520,JAMAICA AVE,11423,Sandwiches,1/17/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,3/16/24,Cycle Inspection / Initial Inspection,40.71367621,-73.75477488,412,27,50000,4231684,4108340033,QN07
50124130,SHAKE SHACK,Manhattan,820,WASHINGTON STREET,10014,American,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17,B,1/23/24,3/16/24,Cycle Inspection / Re-inspection,40.73957972,-74.00803637,102,3,7900,1089240,1006440010,MN23
50125943,FATIMA HALAL RESTAURANT,Queens,8325,PARSONS BLVD,11432,Other,2/1/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Cycle Inspection / Initial Inspection,40.71516046,-73.80765594,408,24,45000,4148606,4068620302,QN35
41543722,DOMINO'S,Manhattan,736,WEST  181 STREET,10033,Pizza,1/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17,,,3/16/24,Cycle Inspection / Initial Inspection,40.85067595,-73.93752783,112,10,26500,1064276,1021760115,MN36
50117809,MING WONG RESTAURANT,Manhattan,61,MOTT STREET,10013,Chinese,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,51,Z,3/5/24,3/16/24,Cycle Inspection / Re-inspection,40.71596128,-73.99829734,103,1,2900,1002399,1002000024,MN27
41433057,NEW SHUN WEI RESTAURANT,Manhattan,45,CATHERINE STREET,10038,Chinese,2/15/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,24,Z,2/15/24,3/16/24,Cycle Inspection / Re-inspection,40.71189076,-73.99689428,103,1,800,1003323,1002760053,MN27
40659101,LUCKY HOUSE CHINESE KITCHEN,Brooklyn,343345,LEWIS AVENUE,,Chinese,1/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/4/24,3/16/24,Cycle Inspection / Initial Inspection,0,0,,,,,3,
40402368,TIRO A SEGNO OF NEW YORK,Manhattan,77,MACDOUGAL STREET,10012,Italian,3/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,3/14/24,3/16/24,Cycle Inspection / Re-inspection,40.72872445,-74.0015731,102,2,6500,1080053,1005260030,MN23
41631713,NEW QQ CAFE AND BAKERY,Queens,4257,MAIN ST,11355,Bakery Products/Desserts,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,51,,,3/16/24,Cycle Inspection / Initial Inspection,40.75372876,-73.82760872,407,20,79702,4115869,4051360008,QN22
40365627,JAHN'S RESTAURANT,Queens,8104,37 AVENUE,11372,American,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,3/16/24,Cycle Inspection / Initial Inspection,40.74965337,-73.88507357,403,21,28300,4030010,4012920002,QN28
50117278,THE CANUCK,Manhattan,202,9 AVENUE,10011,American,1/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,50,,,3/16/24,Cycle Inspection / Initial Inspection,40.74606861,-74.00161682,104,3,9300,1013339,1007460003,MN13
50106671,TONY'S FAMOUS PIZZA,Brooklyn,3145,FULTON STREET,11208,Fusion,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/29/24,3/16/24,Cycle Inspection / Initial Inspection,40.6817742,-73.87878408,305,37,117400,3092005,3041240052,BK83
50106762,SOULFUL FOODS,Brooklyn,194,ROCKAWAY AVENUE,11233,Soul Food,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,Z,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.67662702,-73.91090853,316,41,30100,3042594,3015670041,BK79
50008761,MEADOWSWEET,Brooklyn,149,BROADWAY,11211,American,3/2/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,12,A,3/2/24,3/16/24,Cycle Inspection / Initial Inspection,40.710271,-73.9632986,301,34,54900,3063560,3024570039,BK73
50122311,ORGANIC GRILL,Manhattan,133,WEST    3 STREET,10012,Vegan,1/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/22/24,3/16/24,Cycle Inspection / Initial Inspection,40.73079127,-74.00085152,102,2,6500,1083154,1005430067,MN23
50047519,POULETTE,Manhattan,304,EAST   49 STREET,10017,French,1/25/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17,,,3/16/24,Cycle Inspection / Initial Inspection,40.75405706,-73.96856215,106,4,9000,1038933,1013410149,MN19
40579797,THINK SWEET CAFE,Brooklyn,546,KINGS HIGHWAY,11223,Jewish/Kosher,1/23/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45,,,3/16/24,Cycle Inspection / Initial Inspection,40.60450547,-73.9693531,315,47,41402,3178595,3066810230,BK25
50146004,NUAN XIN RICE ROLL,Brooklyn,5901,8 AVENUE,11220,Chinese,1/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/22/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.63597543,-74.00903629,312,43,10400,3140845,3057070010,BK34
41594766,JOJU & JOJU BOWL,Queens,8325,BROADWAY,11373,Sandwiches,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,Z,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.74072715,-73.87949197,404,25,47100,4314498,4015800005,QN29
50063458,RUMA'S KITCHEN,Queens,3701,61ST ST,11377,Bangladeshi,1/31/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,59,,,3/16/24,Cycle Inspection / Initial Inspection,40.74918579,-73.90176662,402,26,26100,4442952,4012160040,QN63
50143481,SPICE ON A SLICE,Queens,21545,JAMAICA AVE,11428,American,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.717381,-73.73953429,413,23,56600,4226330,4106080047,QN34
50017360,MOZZARELLA,Brooklyn,264,LEE AVENUE,11206,Jewish/Kosher,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,,,3/16/24,Cycle Inspection / Initial Inspection,40.6998923,-73.95369675,301,33,53100,3387767,3022630048,BK75
50127782,CRAZY WILLY'S,Queens,11710,JAMAICA AVE,11418,Latin American,1/31/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,N,,3/16/24,Cycle Inspection / Initial Inspection,40.69957048,-73.83235834,409,29,12200,4195868,4093270005,QN54
50130416,EMMY SQUARED PIZZA,Brooklyn,315,5 AVENUE,11215,Pizza,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,63,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.67292202,-73.9831611,306,39,13500,3020923,3009750001,BK37
50147081,HIBACH EXPRESS,Queens,14620,ROCKAWAY BLVD,11436,Chinese,3/13/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.67344696,-73.79134138,412,28,78800,4262639,4121010035,QN76
41479157,CHEAP SHOTS SPORTS BAR and LOUNGE,Queens,149-05,UNION TURNPIKE,11367,American,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,3/16/24,Cycle Inspection / Initial Inspection,40.71865067,-73.81360899,408,24,77904,4144787,4066910086,QN37
41406255,"TACO BELL, KFC",Manhattan,3645,BROADWAY,10031,Chicken,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,36,,,3/16/24,Cycle Inspection / Initial Inspection,40.8296922,-73.948081,109,7,23700,1062449,1020970027,MN04
41609062,PARADISE CAFE NY RESTAURANT,Bronx,1021,OGDEN AVENUE,10452,Spanish,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.83357679,-73.92901916,204,16,18900,2003469,2025250032,BX26
50075195,CHAMPION PIZZA,Queens,3112,BROADWAY,11106,Pizza,1/29/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,19,B,1/29/24,3/16/24,Cycle Inspection / Re-inspection,40.76187053,-73.92520087,401,22,5900,4008259,4006110038,QN70
50005487,EMPIRE KITCHEN .,Brooklyn,1575,PARK PLACE,11233,Chinese,1/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/9/24,3/16/24,Cycle Inspection / Initial Inspection,40.67204501,-73.92487661,308,41,35900,3036328,3013690001,BK61
50144506,NAKS,Manhattan,201,1 AVENUE,10003,Filipino,1/23/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,38,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.73019171,-73.98340996,103,2,4000,1006496,1004540043,MN22
50070383,KIMCHAYUL MYUNGPOOM GALBI,Queens,4122,162ND ST,11358,Korean,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,Z,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.76105216,-73.80390228,407,20,117100,4120431,4053340024,QN51
50111156,CORK WINE BAR,Manhattan,69,THOMPSON STREET,10012,French,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/5/24,3/16/24,Cycle Inspection / Re-inspection,40.72435201,-74.00307383,102,1,4700,1077743,1004890032,MN24
41076499,EL CAFETAL BAKERY,Queens,10225,JAMAICA AVENUE,11418,Bakery Products/Desserts,2/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,35,,,3/16/24,Cycle Inspection / Initial Inspection,40.69517392,-73.84444661,409,32,2600,4191677,4091870046,QN54
41250025,YUNG SUN SEAFOOD RESTAURANT,Manhattan,47,EAST BROADWAY,10002,Chinese,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2/6/24,3/16/24,Cycle Inspection / Initial Inspection,40.71357053,-73.99587697,103,1,800,1003420,1002800037,MN27
50075315,I LOVE NY PIZZA,Bronx,1739,EAST  172 STREET,10472,Pizza,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,Z,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.83253931,-73.8695645,209,18,7600,2027726,2038730001,BX08
41227684,PIZZA D'AMORE,Brooklyn,2147,MILL AVENUE,11234,Pizza,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2/15/24,3/16/24,Cycle Inspection / Re-inspection,40.61462672,-73.9129726,318,46,69800,3238489,3084630065,BK45
50144325,JACK'S DELICATESSEN,Manhattan,126,UNIVERSITY PLACE,10003,American,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,68,Z,2/15/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.73480659,-73.99205441,102,2,6100,1009399,1005717504,MN23
50062627,KEKI MODERN CAKES,Manhattan,79,MOTT STREET,10013,Bakery Products/Desserts,1/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,15,,,3/16/24,Cycle Inspection / Initial Inspection,40.71642514,-73.99800874,103,1,2900,1002393,1002000020,MN27
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,3740,WHITE PLAINS ROAD,10467,Caribbean,1/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,3/16/24,Cycle Inspection / Initial Inspection,40.88258231,-73.86334337,212,12,39000,2058006,2046650055,BX44
50125486,ACT ONE BAR & RESTAURANT,Brooklyn,117,COLUMBIA STREET,11231,Thai,1/4/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,39,N,,3/16/24,Cycle Inspection / Initial Inspection,40.68744037,-74.00152524,306,39,4700,3003586,3003190037,BK33
50114381,The Mayfly,Manhattan,269,EAST HOUSTON STREET,10002,American,1/2/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,27,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.72167761,-73.98455571,103,2,3001,1004241,1003500012,MN27
50141459,CHE,Brooklyn,302,MALCOLM X BOULEVARD,11233,Coffee/Tea,1/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/22/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.68252719,-73.92898586,303,36,29700,3047158,3016760041,BK61
50010825,SHEBA HOOKAH LOUNGE,Brooklyn,7810,5 AVENUE,11209,Bottled Beverages,1/26/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,,,3/16/24,Cycle Inspection / Initial Inspection,40.6270775,-74.02363242,310,47,13600,3150365,3059700045,BK31
41539265,LA CAVA,Manhattan,939,2 AVENUE,10022,Italian,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.75474052,-73.96863041,106,4,9800,1038249,1013230128,MN19
41222128,COURT DELI RESTAURANT,Bronx,96,EAST  161 STREET,10451,American,1/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,54,,,3/16/24,Cycle Inspection / Initial Inspection,40.82730204,-73.92428873,204,16,6300,2002910,2024740046,BX63
50140350,KHORASAN KABOB & GYRO,Brooklyn,1947,BATH AVENUE,11214,Mediterranean,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.60180045,-74.00219309,311,38,28200,3329119,3064080001,BK27
50115431,RED PIPES CAFE,Queens,7160,AUSTIN ST,11375,Coffee/Tea,2/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37,,,3/16/24,Cycle Inspection / Initial Inspection,40.7195623,-73.84320981,406,29,73700,4077922,4032550033,QN17
50143804,CREAMPANDA,Brooklyn,4505,8 AVENUE,11220,Chinese,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,Z,2/29/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.64380664,-74.00089365,312,38,9400,3011762,3007510009,BK34
41470674,ONE AND ONE,Manhattan,12,1 AVENUE,10009,Irish,3/5/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,12,A,3/5/24,3/16/24,Cycle Inspection / Initial Inspection,40.72335785,-73.98834704,103,2,3002,1083474,1004290001,MN22
41578284,BON APPETIT RESTAURANT,Queens,21145,JAMAICA AVENUE,11428,Creole,2/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,3/16/24,Cycle Inspection / Initial Inspection,40.71545376,-73.7479541,413,23,54200,4224647,4105460079,QN34
